employee_id,day,hours_worked,meetings_count,task_switches,break_minutes,output_score,burnout_risk_score
104,136,9.5,3,7,34.1,17.9,80.8
104,137,8.1,4,15,47,13.4,86.5
104,138,8.1,4,12,36.3,15,83.9
104,139,8.4,4,11,30.1,10.2,90.7
104,140,10.2,2,7,46.5,19.7,77.7
104,141,8.8,4,13,40.5,10,93.1
104,142,8.5,1,12,28.1,10,86.2
104,143,10.6,3,10,34.9,15.6,93.9
104,144,10,3,12,45.1,28,77.6
104,145,9,3,12,44.4,10,89.8
104,146,8.7,6,8,57.6,15.8,80.9
104,147,8.2,4,8,20.6,10,88.2
104,148,9,7,9,29.5,10,99.9
104,149,7.6,2,7,29.6,12.6,73.6
104,150,9,2,12,25.4,10,92.2
104,151,9.1,6,5,44.8,16.5,82.4
104,152,7.1,0,21,27.2,10.9,86.1
104,153,9.4,5,14,53.9,10,97.5
104,154,9.4,4,9,45.4,10,90.5
104,155,7.9,2,13,34,10,84.9
104,156,8.6,2,9,38.8,10,82.7
104,157,7.2,3,7,33.8,10,75.1
104,158,8.3,2,15,22.9,10,92.2
104,159,8.8,8,9,46.2,10,97
104,160,8.8,4,10,41.3,10,89.3
104,161,7.4,3,14,35.1,10,85.4
104,162,8.3,2,9,36.6,10,81.4
104,163,9.8,4,4,33.9,10,89.2
104,164,9.7,2,17,35.2,10,100
104,165,9.5,2,18,36.5,10,100
104,166,8.9,0,7,31.9,10,78.3
104,167,8.1,5,9,44.8,10,85.5
104,168,8.8,2,7,36.2,10,81.4
104,169,8,4,11,39.3,10,86.6
104,170,8.6,5,11,29.9,12,92.5
104,171,8.6,3,10,31.2,10,88.1
104,172,10.3,1,9,37,10,90.4
104,173,9.3,3,14,37.3,10,96
104,174,9.3,3,6,38.9,10,85.3
104,175,10.5,3,12,33.9,10,100
104,176,6.7,1,7,18.8,10,71.1
104,177,9.8,5,18,45.7,10,100
104,178,10.5,4,13,44.6,10,100
104,179,9.9,1,12,43.9,10,90.3
104,180,9.1,2,14,28.8,10,94.2
105,1,8.6,0,4,59.1,52.2,31.5
105,2,8.2,5,13,44.2,61.3,48
105,3,7.3,4,6,45.7,51.5,40.7
105,4,6.8,0,8,53.1,60.6,19.3
105,5,8.5,1,11,47.7,67.3,30.1
105,6,10.8,3,11,37.6,55,64.2
105,7,8.3,3,11,51.3,69.1,31.2
105,8,5.8,1,5,69.9,52.8,15.2
105,9,7.9,1,6,50.3,59.9,26.9
105,10,8.4,3,5,43.3,55.3,40.1
105,11,6.1,4,12,59.1,53.9,35
105,12,8.9,2,6,42.3,57.7,39.7
105,13,8.3,3,18,48.6,56.6,53.9
105,14,6.4,1,4,48,54.9,20.7
105,15,8.6,2,12,56.9,51.1,48.7
105,16,9.2,3,12,48.9,56.8,50.9
105,17,6.1,5,11,51.1,59.1,33.4
105,18,7.3,2,9,44.5,51.8,39
105,19,5.9,2,12,46.8,58.6,27.4
105,20,7.6,3,9,50.5,55.2,38.5
105,21,9.4,6,6,40.1,57.7,53.2
105,22,5.6,1,12,49.5,52.9,28.3
105,23,6.4,3,15,55.4,60.1,32.8
105,24,8.8,2,10,48.1,54,46.8
105,25,8.7,2,5,51.9,46.3,46.1
105,26,5.5,0,9,51.3,41.6,31.9
105,27,7.7,1,12,50.5,53.4,40.1
105,28,6.3,3,7,51,55,28.2
105,29,8.5,3,9,50.8,50.4,48.9
105,30,8.6,6,17,52.5,43.4,73.7
105,31,8,7,6,35.7,45.2,61
105,32,7.5,5,3,47.5,54.2,37.1
105,33,9.1,4,7,37.9,48,58
105,34,7.8,2,6,39.4,49.5,42.1
105,35,9.6,0,8,43.6,48.7,50.1
105,36,7.4,2,9,40.9,57.5,34.8
105,37,6.8,3,10,47.3,43.1,47.8
105,38,7.5,2,11,59.5,45.3,45.8
105,39,7.2,2,11,41.6,55.5,38.1
105,40,6.7,5,9,64,51.5,38.7
105,41,7.6,4,11,46.8,48.7,51.4
105,42,7.1,4,11,36.6,39.7,59.8
105,43,8.8,6,6,32.1,37.9,71.3
105,44,6.6,3,12,41.2,43.7,50.6
105,45,9.6,6,10,55,47.4,66.2
105,46,8.2,1,14,47.7,41.9,57.9
105,47,8.3,2,12,58.1,50.5,47.3
105,48,8.1,3,12,55.2,46.9,52.4
105,49,8.4,2,10,39.2,37.9,62.6
105,50,7.5,1,4,40.3,43,41.1
105,51,7.9,4,10,50.5,42.9,56.6
105,52,9.3,1,8,58.9,34.5,61.1
105,53,7.2,4,7,50,37.3,53.9
105,54,5.6,3,8,42.3,43.5,38.9
105,55,7.7,2,7,38.5,36.9,55.7
105,56,6,3,8,32.6,44.2,43.4
105,57,11.1,2,12,35.7,37.4,82.4
105,58,9,4,13,50.4,37.2,73
105,59,9.4,4,8,44.6,40.8,66.8
105,60,9.6,5,6,48.7,39.2,68.2
105,61,7.7,1,5,32.7,35.7,53
105,62,8.8,5,15,42.3,46.2,69.5
105,63,9.4,4,8,45.5,41.3,65.9
105,64,8.7,3,10,46.7,40.2,62.8
105,65,8.4,2,4,37.4,39.5,53.4
105,66,9.7,0,8,49.9,33.2,64.4
105,67,8.5,3,12,55.6,37,64.6
105,68,10.1,2,8,49.7,35.1,70.2
105,69,9.4,4,9,33,44.8,66.9
105,70,8.2,1,8,34.9,37.9,57.1
105,71,7.3,1,8,55.3,37.3,47.1
105,72,9.1,2,13,49.2,38,67.7
105,73,6.7,3,8,37.3,36.5,54.1
105,74,8.2,0,14,52.9,28,67.8
105,75,8.2,0,17,44.3,37.9,64.2
105,76,7.2,1,8,53.4,38.1,46.3
105,77,9.7,5,7,41.7,31.5,79.5
105,78,8.5,6,10,47.6,33.1,75.9
105,79,6.3,4,11,52.2,30.4,60.6
105,80,6.5,1,5,47.6,34.2,43.6
105,81,8.8,4,16,62.7,35.7,73.8
105,82,10,3,15,38,26.3,92.7
105,83,7.4,1,11,52.7,32.7,57
105,84,9.2,7,5,56,30.2,76.9
105,85,8.7,3,7,35.7,24.5,76.8
105,86,8.5,5,8,46.3,30,74.2
105,87,8.5,2,8,41.9,30.3,67.6
105,88,9.6,0,8,51,27.5,69.6
105,89,8.5,1,11,45.2,36.1,61.9
105,90,6.6,2,14,37.9,32,63.2
105,91,5.1,4,8,42.6,31.5,50.5
105,92,7.8,6,10,46.1,25.8,78.9
105,93,8.1,4,11,55.2,29.4,71.6
105,94,10.9,1,7,37.7,25,84.4
105,95,7.5,3,5,47.1,19.9,69.1
105,96,9.1,7,6,49.5,27.7,81.5
105,97,6.2,4,15,33,36.1,64.2
105,98,9.2,4,9,32.8,26.6,84
105,99,9.1,3,9,32.7,20.2,87.1
105,100,10.2,3,5,37.6,22,85.7
105,101,7.6,4,8,38.4,35.6,62.5
105,102,7.5,5,11,57.8,25.7,73.5
105,103,10.1,9,7,50.8,24.4,96.8
105,104,9.1,4,9,23.3,21.9,90.1
105,105,8.5,0,5,42.3,24.6,64
105,106,9.9,0,7,35.4,28.7,72.8
105,107,10.4,2,4,25.4,22.9,85.2
105,108,10,4,14,55.3,22.6,93.3
105,109,9.2,2,10,47.1,27.5,75.4
105,110,8.1,2,10,26.5,19.4,82.4
105,111,6.6,2,6,32.5,17.1,69
105,112,8.2,1,10,44.6,27.1,68
105,113,9.3,3,6,30.4,17.1,88
105,114,7.5,1,4,39.6,20.9,63.6
105,115,10.3,2,9,49,25.3,82.4
105,116,8.1,4,5,44.5,22.4,73
105,117,6.9,3,13,45,28.1,68
105,118,6.4,1,9,40.7,12.9,71.5
105,119,6.8,0,6,43.2,18.5,60.7
105,120,10.6,3,8,40.9,24,88.7
105,121,7.7,5,12,23.8,15.2,94.7
105,122,7.7,3,4,38.6,11.7,79.5
105,123,10.5,4,16,49.3,20.9,100
105,124,10.9,2,6,37.2,15.9,94.9
105,125,10.3,3,15,36.8,14.1,100
105,126,8.4,4,10,32.1,19.9,87.4
105,127,8.6,4,13,45.9,18,90.7
105,128,8.8,2,6,41.1,14.4,82.6
105,129,9.3,1,16,39.1,23,88
105,130,10,5,11,48.9,11.5,100
105,131,7.7,0,9,43,10,78.6
105,132,9,0,15,33.5,16.8,90.2
105,133,11,3,10,33.2,14.5,100
105,134,12,8,11,39,17.1,100
105,135,9.5,5,9,42.3,18.9,93.2
105,136,10.1,7,7,38.3,10.9,100
105,137,8.7,4,16,48.2,10,100
105,138,8.4,4,4,55.7,15.8,77.6
105,139,7.2,4,9,32.4,17.4,80.9
105,140,7.6,2,14,36.9,11.8,89.6
105,141,7.8,4,15,21.8,15.1,97.5
105,142,7.8,6,6,57.9,26.3,70.8
105,143,9.5,2,10,42.4,10,96.2
105,144,7.5,6,10,29.4,16.9,90.3
105,145,8.6,2,9,34.7,19.1,82.1
105,146,8.6,5,8,52.2,19.4,84
105,147,8.8,4,14,48.4,10,100
105,148,9.5,1,9,42.5,10.2,91.9
105,149,7.9,3,17,47.6,18.2,88.5
105,150,10.8,6,6,43.2,19.5,99
105,151,8.7,1,5,35.7,10.6,83.5
105,152,8.4,4,11,23.9,13.6,96.8
105,153,8.6,1,8,30.9,10,88.5
105,154,7.9,3,13,42.6,10,92.7
105,155,10,2,9,40.6,10.9,97
105,156,7.9,3,13,21.3,20.9,87.3
105,157,8.1,4,11,22.5,10,98.7
105,158,9.5,1,13,38.4,10,98.2
105,159,9.9,2,7,17.3,10,100
105,160,7.4,1,10,33.8,10,82.9
105,161,10.5,1,9,50.5,10.3,95.8
105,162,7.5,2,12,43.4,10,86.5
105,163,10.6,4,9,34.9,10,100
105,164,9.8,1,10,35.9,11.1,96.1
105,165,8.5,5,12,20.6,10,100
105,166,8.7,4,3,30.1,10.5,89.6
105,167,8.9,3,11,35.1,10,98.3
105,168,8.5,2,15,28.7,10,100
105,169,8.8,3,6,45.7,10,88.4
105,170,9.7,0,8,31.4,10,92.7
105,171,7.5,2,10,33.7,10,86.3
105,172,9.2,2,12,32,10,99.8
105,173,7.7,2,9,50.2,10,82.2
105,174,8.1,4,6,29.6,10,90.9
105,175,9.6,2,11,30.6,10,100
105,176,10,2,11,30.3,10,100
105,177,5.1,0,5,37.3,10,59.5
105,178,10.1,4,13,23.7,10,100
105,179,8.2,5,10,37.7,10,97.2
105,180,8.8,1,6,36.6,10,85.8
106,1,7.6,2,4,52.2,55.6,32
106,2,11.4,3,9,50.8,61.1,58.8
106,3,8.5,2,10,48.9,58.5,43
106,4,8.2,4,3,35.2,57.8,41.2
106,5,8.9,5,6,54.3,52.4,52.7
106,6,7.1,5,10,49.2,57.9,42.8
106,7,10.4,2,9,51,63,48.2
106,8,9.2,5,10,40.1,53.6,62.1
106,9,7.7,1,9,44.6,59.9,34.6
106,10,8.4,0,11,47.4,56.5,41.3
106,11,8.8,3,6,50.5,47.9,52.6
106,12,9.4,3,12,44,59.7,54
106,13,6.8,5,18,50.1,53.4,55.7
106,14,7,5,10,42.4,66.3,35.7
106,15,8.3,2,11,37.9,58.7,45.8
106,16,7.8,5,6,57.1,61.5,36.5
106,17,9.1,1,12,42.2,52.8,54
106,18,8.4,9,5,58.5,53.1,56.4
106,19,8.5,2,7,48.6,48.8,48.9
106,20,9.3,2,6,51.7,50,50.5
106,21,6.7,3,10,43,39.4,55.3
106,22,8.4,7,5,47.2,53.6,53.8
106,23,7.6,1,0,50.8,57,23.2
106,24,9.7,2,12,44,52.2,60.4
106,25,8.7,4,17,55.7,60.4,55.1
106,26,8.5,5,11,50.9,50.1,60.2
106,27,7.3,2,8,49.2,58.9,33.1
106,28,8.6,2,8,43.6,49.7,51.6
106,29,8.3,1,8,32.6,58.7,40.7
106,30,8.6,2,4,28.9,41.1,58.2
106,31,7.9,1,13,53.8,54.5,43.6
106,32,9.2,2,7,45,49,53.8
106,33,5.5,0,12,35.3,49.7,35.1
106,34,9.2,2,13,43.5,47.5,63.7
106,35,10.1,4,8,48.9,47.9,65.9
106,36,8.4,2,11,44.1,42,61.8
106,37,11.6,2,10,41.3,50.1,72.2
106,38,8.2,4,5,43.1,46.5,53.3
106,39,7.8,0,11,52.1,66.9,25.9
106,40,5.5,8,7,55,54.9,38.4
106,41,9.1,3,14,44.3,46.1,68.1
106,42,7.8,3,11,55.1,44,55.6
106,43,5.7,4,5,44.6,53.2,31.4
106,44,6.5,5,7,45.7,41.6,52.4
106,45,5.6,2,8,41.4,44.6,38.8
106,46,4.8,3,7,54,51.6,25.4
106,47,9.1,5,13,54.1,42.8,72.6
106,48,7.4,1,10,44.7,45.3,48.5
106,49,6.1,6,11,56.4,39,57.7
106,50,9.3,5,11,43.4,43.7,72.7
106,51,9.5,4,14,47,34.7,83.8
106,52,7.9,2,11,41.7,51,50.2
106,53,8.2,3,15,63.7,50.9,54.1
106,54,7.8,3,7,43.2,42.7,54.7
106,55,8.8,4,7,34.6,44,64.1
106,56,7.2,1,8,49.1,35.3,53.1
106,57,9.1,3,6,47.7,46.9,56.1
106,58,9.8,3,6,45.4,39,68.4
106,59,8.5,2,9,48.8,48.1,52.3
106,60,7.6,2,8,44.7,39.1,55.7
106,61,7.9,0,6,40.1,44.5,45.8
106,62,8,2,11,53.3,36.3,62.5
106,63,11.2,4,8,56.2,38.2,80
106,64,7.4,3,10,47.5,39.5,58.6
106,65,6.9,2,13,37.4,45,54
106,66,8.2,2,13,45.4,40.9,63.7
106,67,7,3,12,42.2,41.4,57.9
106,68,8.6,2,15,53,31.2,76.6
106,69,8.7,5,12,35,36.8,79.9
106,70,7.7,3,15,36.2,40.9,68
106,71,9.2,1,9,48.5,40.6,61.4
106,72,8.8,4,6,52.5,37.7,64.7
106,73,7.5,7,13,51,34.7,76.6
106,74,7.8,3,12,40.4,42,62.9
106,75,7.4,4,6,48.3,33,62.3
106,76,7,3,6,36.6,39.6,53.7
106,77,7.6,6,14,48.8,34,77.6
106,78,7.4,6,11,44.5,26.1,81.5
106,79,8.7,3,9,49.9,26.6,77.1
106,80,5.6,4,9,42.7,35,54.8
106,81,9.9,3,17,61.5,35.6,82.9
106,82,5,3,15,50.7,28.8,60.5
106,83,10.4,6,9,38.3,36.3,88.3
106,84,7.8,3,9,53.9,34,63.5
106,85,6.3,3,8,40.8,22.8,67.5
106,86,8.3,4,20,49.3,29.1,89.6
106,87,8.8,1,8,47.2,35.1,63.5
106,88,6.8,2,9,61.5,24.3,62.6
106,89,5.2,1,8,43.1,34.3,43.8
106,90,7.3,7,9,44.8,24.8,81.7
106,91,8.6,0,11,33.3,29.9,72.3
106,92,10.1,2,10,40.4,23.8,90
106,93,8.2,4,11,52.9,38.4,66.5
106,94,7.7,1,7,41.6,36.6,55.6
106,95,7,6,12,47.5,32.6,72.9
106,96,8.4,0,9,39.7,23.6,73.4
106,97,7.8,3,7,29.5,33.9,66.9
106,98,8.3,3,7,49.1,28.6,70.5
106,99,8.7,5,16,36.9,28.3,92.6
106,100,9.5,2,7,51.5,34,68.9
106,101,10.1,1,12,49.2,30.3,81.2
106,102,8.5,4,12,27.5,15.7,98.7
106,103,8.2,2,7,49.1,25.1,70.6
106,104,8.1,2,10,44.3,20.3,80.4
106,105,7.9,2,11,37.4,20.7,81.3
106,106,7.8,2,10,36.4,30.5,70.4
106,107,10.4,2,17,46.3,22.8,99.9
106,108,9,1,13,27.2,25.8,86
106,109,7.4,4,16,49.4,16.7,90.9
106,110,7.8,3,10,43,27.9,73.5
106,111,7.3,4,8,52.9,14.9,81
106,112,9,5,10,44.8,16.9,96
106,113,7.9,4,5,45.8,21.1,76.2
106,114,9.6,1,14,42.7,13.6,99
106,115,11.1,3,6,48.1,14.3,100
106,116,9.1,0,12,59.7,17.5,82.7
106,117,8.6,3,7,35.2,17.6,86.5
106,118,7.8,3,11,56.2,17.7,81.7
106,119,7.9,2,13,33.4,24.8,81.1
106,120,7.1,4,10,41.8,11.4,88.9
106,121,10.8,3,16,35.5,13.5,100
106,122,8.5,4,12,47.2,15.9,93.9
106,123,8.9,2,10,29.4,12.8,96.1
106,124,8.8,2,10,37,17.9,88.8
106,125,9.1,1,6,29.6,15.9,86.6
106,126,10.1,4,15,36.2,19.4,100
106,127,7.7,4,8,55.1,17.7,80
106,128,9,8,10,52.1,21.7,97.1
106,129,8.1,3,9,39.5,12.7,90
106,130,7.6,1,7,31.1,18.6,75.9
106,131,8.1,4,8,37,19.7,85
106,132,10.1,2,8,40.4,19,91.7
106,133,7.5,2,16,42.9,18.6,86.3
106,134,7.4,2,10,35.6,22.1,76.3
106,135,8.2,8,9,36.1,10,100
106,136,8,2,4,25.6,16.7,79.7
106,137,7.1,4,11,40.9,12.4,89
106,138,8.5,5,10,32.1,15.2,98.2
106,139,7.4,3,11,46.3,10.4,89.4
106,140,8.4,6,14,38.6,13.7,100
106,141,8,4,14,39.8,10,100
106,142,6.9,2,13,38.8,25.1,73.4
106,143,8,3,10,47.1,19.1,82.8
106,144,9.4,2,7,38.4,12.2,93.6
106,145,8.5,1,13,27.1,10,98.5
106,146,8.1,3,9,21.7,15.7,91.8
106,147,10.2,4,3,27.9,11.2,100
106,148,6.6,2,10,54.6,17.7,71
106,149,7.6,3,10,41.5,11.9,89
106,150,10.5,3,7,36.1,10,100
106,151,7.3,5,13,31.4,17.4,92.9
106,152,8.4,3,12,29.4,10,100
106,153,6.5,5,8,26.8,10,90.3
106,154,7.9,5,14,35.5,10,100
106,155,9.9,1,7,37,18,88.7
106,156,8.7,0,6,47.2,12.8,80.1
106,157,8.5,1,10,13.9,10,97.9
106,158,10.9,2,9,23,14.1,100
106,159,8.3,1,9,34.8,10,90
106,160,11.6,4,8,36,16.7,100
106,161,10.5,1,6,31.7,10,100
106,162,9,5,12,39.8,13,100
106,163,7.9,2,6,34.3,11.4,85.1
106,164,8.2,2,11,33.3,10,94.9
106,165,9.4,1,7,27.1,10.7,95.3
106,166,8.1,3,7,47.2,10,88
106,167,8.7,2,13,34,10,100
106,168,7.1,6,9,45.1,10.5,92.2
106,169,7.6,2,8,26,10,89.4
106,170,7.8,8,7,24.9,10,100
106,171,7.9,7,13,31.5,10.4,100
106,172,7.2,5,8,28.1,10,94.2
106,173,7.7,3,11,35.7,10,94.2
106,174,8.7,0,7,27.7,10,89.4
106,175,7.6,3,10,35.1,10,92.5
106,176,10.5,5,15,33.1,10,100
106,177,8.7,4,14,36.2,10,100
106,178,9.8,2,6,28.9,10,99.3
106,179,9.3,1,9,49.4,10,92.7
106,180,9.3,2,7,37,10,95.7
107,1,10.7,1,9,56.2,56.6,51.5
107,2,8.8,4,11,38.2,52.6,58.3
107,3,8,2,5,46.2,53.1,38.5
107,4,8.2,3,11,31.3,48.2,58.5
107,5,9.3,3,11,46.6,56.6,52.8
107,6,5.9,1,7,57.6,57.7,18.4
107,7,7.7,1,7,49.8,56.9,31.8
107,8,6.5,5,19,30.3,52.8,59.3
107,9,8.3,6,9,59.8,59,46.2
107,10,8.4,6,13,64.8,62.7,46.9
107,11,6.9,1,13,49.4,51.6,40.6
107,12,7.2,9,5,57.3,62.7,38.7
107,13,9.7,5,7,60.6,55.8,52.5
107,14,6.7,8,7,45.2,61.5,40.1
107,15,6.9,0,10,41.9,47.3,39.8
107,16,8.7,2,11,53,49.9,51.7
107,17,8.8,3,7,47.8,44.3,56.9
107,18,9.3,5,6,43.2,49.2,59.7
107,19,7.8,1,17,48,61,41.9
107,20,7.3,5,12,42.5,60,45
107,21,7.6,3,5,41.1,50.5,42.4
107,22,6.2,1,13,56.7,52,33.7
107,23,6.9,1,9,54.3,49.1,36.6
107,24,8.2,2,12,47.5,56.3,45.1
107,25,5.9,2,13,42.6,52.7,37.7
107,26,7,3,16,52.8,40,60.3
107,27,8.5,3,8,28.2,47.9,57.5
107,28,4.9,2,12,62.9,51.9,25.9
107,29,8.1,2,10,47.3,40.6,57.6
107,30,9.3,1,10,40,49.9,55
107,31,6.8,4,12,65.7,46.9,46.4
107,32,9.3,5,10,32.8,46.9,69.9
107,33,9.2,1,15,48,42.3,66.7
107,34,7.3,1,9,51.3,48.1,40.6
107,35,7.7,0,8,41.1,44.5,45.3
107,36,7.3,2,7,31.7,49.5,44
107,37,9.3,5,7,28.7,44.3,69.6
107,38,8.5,3,10,59.1,44.6,55.8
107,39,8.4,3,13,58.1,44,60
107,40,7.9,4,14,57.7,48.2,56.6
107,41,7,7,12,38.2,42.1,66.7
107,42,7.8,2,10,46,45.6,51.3
107,43,7.6,2,8,42.9,48.3,45.4
107,44,8.4,0,7,43.3,46.8,45.2
107,45,8.9,3,11,43,48.5,59.4
107,46,7.9,4,5,52.9,45.3,49
107,47,8,3,17,58.8,54.2,52.3
107,48,8.9,4,9,36.3,47.9,61.6
107,49,8.2,4,6,52.5,44.6,53.1
107,50,6.4,2,8,43.3,34.3,52.3
107,51,8.2,7,9,39.5,41.3,70.8
107,52,9.5,0,5,46.7,39.5,55.7
107,53,8.5,5,8,40.5,43.5,63.9
107,54,7.9,1,8,41,42.9,50.9
107,55,7.7,4,7,44.5,34.7,63.3
107,56,8.6,3,13,41.5,41.7,67.2
107,57,8.4,2,5,37.7,43.4,52.5
107,58,6.3,2,12,55.5,39.6,48.4
107,59,8.6,5,9,31.5,35,76.5
107,60,8,1,4,45.9,43.1,44.6
107,61,8.3,3,9,42.6,46.2,55.5
107,62,10.5,3,6,49.2,35.6,73.8
107,63,10,7,4,42,38.8,76.6
107,64,6.6,2,5,35.8,41.1,44.3
107,65,7.8,2,10,42.2,33.7,64
107,66,7.4,4,10,44.2,40.6,59.4
107,67,7.3,3,12,43.1,37.4,62.1
107,68,8.8,1,7,35.6,31.8,67.2
107,69,9.1,1,6,57.7,28.4,65.4
107,70,10.1,6,10,41.5,34,87.8
107,71,10.5,5,6,26.2,38.8,81.5
107,72,7.4,2,14,48.6,39.1,59.6
107,73,8.8,3,10,38.4,32.3,75
107,74,8.8,1,13,52.4,36.8,65.7
107,75,8,3,14,52.6,32.5,71.7
107,76,7.9,5,6,44.8,31.3,68.5
107,77,7.6,1,12,43.4,33,63.1
107,78,7.5,2,9,36.3,24.2,71.7
107,79,8.1,2,7,37,30.2,66.9
107,80,9.1,2,10,49.3,24.9,79
107,81,7.7,1,14,49.3,33.1,65.1
107,82,6.8,3,15,53.5,31.3,66.6
107,83,10.9,4,9,47.1,34,84.6
107,84,8.1,3,7,60.4,24.9,68.7
107,85,8.5,2,10,19.7,26.7,81.1
107,86,10,3,4,38.3,31.4,75.4
107,87,7.4,1,10,41.2,33.5,59.7
107,88,8.5,3,7,40.6,36,64.9
107,89,8.7,4,7,43,30.7,73.5
107,90,9.9,3,9,44.5,40.5,70.4
107,91,9.1,4,12,42.3,36.1,76.8
107,92,7.9,4,11,44.2,26.4,77.6
107,93,8.1,2,12,43,34.3,67.5
107,94,6.7,4,7,43,32.9,59.1
107,95,5.9,3,8,47.3,26.7,58.4
107,96,9.1,3,7,39.7,27.2,77.8
107,97,8.5,5,13,36.2,22.6,92.3
107,98,6.8,1,14,43.6,30.9,63.4
107,99,9.3,3,9,51.2,25.4,80.2
107,100,8.5,4,12,34.7,18.4,92.9
107,101,6,4,7,31.5,34.1,56.3
107,102,8.4,3,7,43.2,16.3,83.5
107,103,7.2,4,7,36.3,30.4,66.2
107,104,7.7,4,10,27.1,22.5,83.3
107,105,9.2,3,13,32.8,22.5,92.4
107,106,9.7,5,8,46.1,17.6,95.7
107,107,10.3,0,7,20.3,22.4,86.8
107,108,8.3,1,9,29.8,23.8,76.3
107,109,8.8,3,12,48.7,30.5,76.9
107,110,9.9,4,8,40.1,23.1,89.9
107,111,10.4,2,11,35.7,14,100
107,112,10.7,1,15,37.5,25.1,95.4
107,113,11.3,2,10,41.8,21.5,97.3
107,114,8,3,12,35.8,29.2,76.8
107,115,10.4,2,14,42.5,27.6,90.9
107,116,8.4,5,7,46.2,21.3,82.7
107,117,10.3,2,11,29.7,11.3,100
107,118,10.1,2,10,44.4,19,92.1
107,119,11.4,5,11,50.7,15.9,100
107,120,8,3,5,34.9,22.6,74.4
107,121,8.6,0,13,36.5,19.6,83.5
107,122,8.6,1,8,37.8,26.4,72
107,123,9.9,2,20,25.7,21.7,100
107,124,8.7,5,9,35.3,14.8,96
107,125,7,2,13,32.6,27.2,71.9
107,126,10.5,4,6,35.2,21.2,94
107,127,7.3,3,13,39.9,20,81.6
107,128,8.7,1,10,32.2,19.3,83.7
107,129,10.6,0,9,26.4,17,95.3
107,130,8.3,6,9,49.8,10.5,97.3
107,131,11.1,4,9,42,16.1,100
107,132,9.7,4,16,24.2,24.5,100
107,133,7.6,3,8,41.9,17.3,79.4
107,134,8.6,5,18,39.6,13.2,100
107,135,9.1,3,6,36.4,15.9,88.1
107,136,7.3,1,6,37.9,13.2,75.2
107,137,8.4,3,6,46.1,16.6,81.3
107,138,7.3,4,10,39.6,19.8,81
107,139,8.5,2,13,47,10,94.4
107,140,9,4,8,37.8,12.2,96.4
107,141,7.8,4,9,44.7,10,90.6
107,142,8.1,3,4,44.6,17.2,76.3
107,143,8.4,3,7,38.6,13.9,87.2
107,144,8.5,2,10,36.9,13.2,90.2
107,145,7.7,2,9,28.6,10,89.1
107,146,9.6,2,12,26.4,10,100
107,147,9.5,4,12,30.3,12,100
107,148,12,1,13,41,11.8,100
107,149,8.2,7,13,41,10.8,100
107,150,10,7,7,32.4,21.2,100
107,151,7.2,3,12,46.5,12.5,86
107,152,6,5,9,41.2,16,77.3
107,153,9.6,3,10,29,10,100
107,154,9.2,2,13,26.4,11.4,100
107,155,9.2,5,5,41.5,10,97.5
107,156,9,4,13,43,10,100
107,157,9.4,2,9,36.1,11,96.9
107,158,9.6,3,12,24,10,100
107,159,6.9,9,13,34.9,10,100
107,160,8.9,2,9,30.9,10,95.9
107,161,11.8,3,6,33.7,12.5,100
107,162,9.7,1,9,48.9,10,93.6
107,163,10.3,4,7,37.7,10,100
107,164,7.7,3,6,38.3,10.4,84.8
107,165,9.8,4,13,46.6,17,100
107,166,10.3,3,4,35,10,99.5
107,167,7.1,1,6,45.7,11.4,73.4
107,168,8.7,2,10,31.9,10,95.8
107,169,7.6,1,4,23.9,10,81.1
107,170,7.9,5,11,32,10,99.4
107,171,10.1,1,15,37,10,100
107,172,9,2,9,14.5,10,100
107,173,8.6,2,9,50.1,10,89.2
107,174,8.6,1,6,44.8,10,84.2
107,175,8.2,2,13,41,10,94.1
107,176,7.5,3,8,40.6,10,86.2
107,177,7.6,5,9,35.8,10,94.6
107,178,9.7,2,13,31.9,10,100
107,179,10.1,3,11,40.4,10,100
107,180,8.2,4,14,30.1,10,100
108,1,6.2,3,7,52.6,53.6,25.5
108,2,6.1,3,12,45.8,55.3,31.5
108,3,5.5,5,13,44.3,53.7,35.8
108,4,8.3,3,13,57.5,53.9,44.2
108,5,7.2,1,9,39.3,61.6,24
108,6,7,1,5,55,59.4,16.1
108,7,9.8,4,4,47.5,59.1,41.7
108,8,7.7,5,13,55.3,54.3,46
108,9,8,3,7,50.9,49.6,40.7
108,10,7.4,3,9,57,59.1,28.6
108,11,7.3,2,13,49,64.2,27.8
108,12,9.2,0,7,49.8,58.1,32.2
108,13,8.2,4,14,42,50.9,54.2
108,14,9.2,1,18,62.5,58.3,45.8
108,15,8.2,2,4,38.9,64.7,23.2
108,16,7.6,1,16,42.7,54.5,42.3
108,17,9.3,2,9,53.7,61.2,36.3
108,18,9.4,5,9,61.3,51.8,51.9
108,19,7.5,3,8,46.5,51.3,38.2
108,20,6.6,3,8,43.1,53.1,32
108,21,9.1,3,16,55.6,51.9,55.7
108,22,7.8,1,13,56.2,56.7,33.7
108,23,8.9,4,9,41.1,53.2,50.1
108,24,9.3,2,8,34.5,58.5,42.2
108,25,7.8,2,17,45.4,46.4,54.8
108,26,9.2,1,13,33.2,59,45.9
108,27,7.3,3,14,51.7,49.5,45.3
108,28,8.2,1,11,44.4,49,44.1
108,29,7.6,2,7,41.7,43.4,44
108,30,10,6,10,42.7,47.8,67.7
